student id,EnrollmentYear ,EXAM_year, UniversityName,Home-City,major ,GENDER,ScholarshipStatus,SocioEconomic_status,PartTime job,StudyHours/Week,Tutoring_Hours_per_week,attendance rate,SleepHours,priorGPA,examScore 
TR00655,2019,2019,Istanbul University,Bursa,Medicine,Male,Yes,Middle!,Yes,29.8,1.8,0.716,6.21,2.71,100.0
TR00656,2015,2016,Dokuz Eylul University,Antalya,Economics,Male,Yes,Middle,No,15.6,1.9,0.883,7.81,3.31,94.0
TR00657,2017,2019, METU,Gaziantep,Law,Female,Yes,Middle ,No,27.8,0.0,0.932,7.39,2.42,100.0
TR00658,2015,2017,ITU,Istanbul!,Law,Male,Yes,High,No,23.6,1.1,0.866,7.05,2.71,100.0
TR00659,2015,2019,Bilkent University,Istanbul,Engineering,Female,No,Low,Yes,15.8,2.6,0.835,6.79,2.97,85.9
TR00660,2018,2018,ITU,Bursa,Architecture, Male,No,Middle,No,25.0,3.4,0.885,8.31,3.08,100.0
TR00661,2015,2015,Bilkent University ,Izmir,Computer Science,Female,No,Middle,No,18.6,2.2,0.899,7.44,2.53,93.0
TR00662,2017,2019,METU,Trabzon,Business,Female,No,Middle,No,19.4,3.1,0.824,6.89,3.02,97.0
TR00663,2016,2019,NA,Eskisehir,Architecture,Female,Yes,High,No,26.7,1.9,0.902,6.22,2.75,94.0
TR00664,2015,2015,Hacettepe University ,Samsun,Business,Female,NA,High,No,21.7,3.8,0.833,6.08,2.82,99.9
TR00665,2018,2018,Ankara University,Ankara,Statistics,Female,Yes,Middle,Yes,18.4,0.2,0.821,5.85,3.29,99.4
TR00666,2015,2016,Bilkent University,Samsun,business,Female,No,Low,No,25.0,4.4,0.99,5.98,3.38,100.0
TR00667,2017,2019,Yildiz Technical University,Izmir ,Engineering,Female,No,Low,No,26.2,2.7,0.839,6.98,2.91,93.2
TR00668,2015,2015,hacettepe university,Mersin,Education,Male,No,Middle,No!,14.8,3.4,0.7,7.08,2.23,88.4
TR00669,2015,2017,Dokuz Eylul University,Mersin,Computer Science,Male,No ,High ,No,20.0,4.3,0.804,6.68,2.69,100.0
TR00670,2015,2015,Hacettepe University,Diyarbakir,Education,Female,No,Low,Yes,7.2,0.0,0.745,7.66,2.57,69.9
TR00671,2016,2017,ITU,MERSIN,Architecture,Male, No,Low,No,23.3,3.4,0.799,8.29,3.39,100.0
TR00672,2018,2018,Istanbul University,ISTANBUL,Education,Female,Yes,Low,Yes,12.8,3.2,0.866,6.25,1.95,69.9
TR00673,2015,2016, ITU,Istanbul,Computer Science,Male,No,High,No,23.0,4.5,0.91,6.31,2.6,92.4
TR00674,2015,2015,Koc University,Adana,Psychology,Male,No,Middle,No,18.9,0.0,0.812,5.2,3.34,90.6
TR00675,2017,2021,ITU,Antalya,Computer Science,Female,Yes,Middle,Yes,21.9,3.5,0.679,6.61,3.37,100.0
TR00676,2017,2021, Dokuz Eylul University,Gaziantep,Business,Female,No,Middle,Yes,26.5,1.5,0.778,6.39,2.88,88.7
TR00677,2020,2020,Yildiz Technical University,Ankara,Psychology,Female, No,High,No,14.8,1.8,0.777,7.81,3.52,94.4
TR00678,2019,2019,Ankara University,Bursa,Medicine,Female,No,Middle,No,32.2,5.1,0.837,6.5,2.59,100.0
TR00679,2015,2018,Ankara University,Gaziantep,Computer Science,Male,No,middle,No,20.8,4.5,0.81,6.44,2.12,78.5
TR00680,2015,2015,Ege University,Samsun,Psychology,Female,No,Low,Yes,NA,0.9,0.867,7.44,2.85,63.4
TR00681,2020,2021,Bilkent University,Adana,Computer Science,Female, No,MIDDLE,Yes,19.2,3.0,NA,7.16,3.34,93.2
TR00682,2017,2019, Yildiz Technical University,ISTANBUL,Computer Science,Female,No,Middle,YES,14.0,2.7,0.727,5.58,3.21,85.9
TR00683,2021,2021,Ege University,Bursa,Education,Female,No,High,Yes,13.0,0.4,0.659,7.71,2.33,72.9
TR00684,2015,2015,Koc University,Istanbul,Business,Male,No,Low,Yes,11.8,1.6,0.766,7.98,2.67,75.9
TR00685,2015,2017,METU,Trabzon,Psychology,Female,No,Low, No,19.1,2.2,0.816,7.4,3.12,96.1
TR00686,2015,2015,Bilkent University,Ankara,Medicine,Male,No,Low,Yes,21.8,3.1,0.749,5.89,2.73,97.3
TR00687,2016,2020,Bilkent University,ANTALYA,Engineering,Female ,No,Middle!,No,21.6,4.2,0.882,6.63,3.5,100.0
TR00688,2015,2015,GAZI UNIVERSITY, Diyarbakir,Economics,Female,No,High,No,21.2,3.4,0.709,7.85,2.65,91.9
TR00689,2015,2015,GAZI UNIVERSITY,Gaziantep,Law,Male,No,Low,No,13.1,1.1,0.759,6.36,2.52,78.6
TR00690,2020,2020,Bogazici University,Gaziantep,Business,Female, No,Middle,Yes,3.0,3.3,0.774,7.7,2.66,74.6
TR00691,2017,2018,Bogazici University,Mersin ,Education,Male,No,Middle,Yes,13.1,0.0,0.725,6.86,3.07,77.6
TR00692,2015,2015,ITU,Izmir,Business,male,Yes,Low ,No,21.4,3.2,0.811,7.03,2.72,95.4
TR00693,2019,2020,METU, Mersin,Business,Female,No,Middle,No,21.1,3.3,0.815,6.24,3.28,100.0
TR00694,2019,2019,Hacettepe University,Trabzon,Engineering,Female,No,Low,No,24.7,3.2,0.875,7.06,3.51,100.0
TR00695,2017,2017,Hacettepe University!,Bursa,Business,Female,Yes,Middle,No,23.3,0.0,0.832,7.05,2.72,100.0
TR00696,2015,2017,Gazi University,Eskisehir,Computer Science,NA,Yes,Middle,No,28.3,1.7,0.682,5.48,2.79,95.4
TR00697,2015,2015,Gazi University,Mersin,Engineering,Female,No,Middle,No,20.0,3.4,0.772,6.94,3.17,100.0
TR00698,2016,2018,Gazi University!,Diyarbakir,Economics,Female,Yes,Low,NA,19.7,5.3,0.88,7.44,3.69,98.0
TR00699,2017,2018,Yildiz Technical University,Adana,Medicine,Female,No,High,No,30.9,0.6,0.881,6.3,3.31,100.0
TR00700,2016,2019,Istanbul University,Mersin,Engineering,Male,No,Middle, No,23.1,3.0,0.885,4.89,2.52,95.1
TR00701,2015,2015, Bogazici University,Mersin,Business,Male,No,Middle,No,21.8,1.1,0.908,6.79,3.03,91.7
TR00702,2015,2017,Yildiz Technical University,Eskisehir,Engineering ,Male,No,Low,Yes,18.9,2.7,0.779,7.9,3.06,87.3
TR00703,2017,2018,Ankara University,Izmir,education,Female,No,Low,No,12.2,1.5,0.841,6.9,2.31,71.3
TR00704,2015,2015,Hacettepe University,Ankara,Psychology,Female,No,Low,No,0.5,1.0,0.739,8.67,1.91,47.7
TR00705,2017,2021,Koc University,Adana ,Law,Male,No,Low ,No ,15.6,4.4,0.646,6.42,2.35,64.8
TR00706,2015,2018,Dokuz Eylul University, Mersin,Statistics,Male,No,Middle,No,12.3,4.5,0.707,6.24,2.89,83.2
TR00707,2016,2020,Bilkent University,Trabzon,Business,Male,No,HIGH,No,16.8,1.1,0.764,7.03,2.22,83.5
TR00708,2018,2021,Bogazici University,Antalya,Business,Female,No,Middle,No,9.9,1.0,NA,6.59,2.3,73.3
TR00709,2015,2018,Ege University,Diyarbakir,Statistics,Male,Yes,Low,No,23.9,2.2,0.817,7.09,2.92,100.0
TR00710,2015,2017,Ankara University,Eskisehir,Medicine,Male,No,Middle,No,35.5,3.6,0.783,6.18,3.42,100.0
TR00711,2016,2016,Koc University,Antalya,Architecture,Female,Yes,Low,Yes,17.2,5.6,0.865,7.95,2.88,92.6
TR00712,2020,2021,Bogazici University, Eskisehir,Engineering,Female,No,MIDDLE,No,18.5,NA,0.742,6.63,2.86,100.0
TR00713,2015,2019,Dokuz Eylul University,Trabzon,Business, Female,Yes,Middle,No,18.3,0.0,0.851,7.06,3.35,100.0
TR00714,2015,2019,Yildiz Technical University,Antalya ,Engineering,Female ,No,Middle,Yes,32.0,2.2,NA,6.81,3.61,100.0
TR00715,2015,2017,METU,Eskisehir,Computer Science,Female,No,High,No,31.3,3.6,0.739,7.37,3.65,100.0
TR00716,2017,2018,NA,Samsun!,Computer Science,Male,Yes,Low,No,13.8,2.1,0.782,8.31,1.7,72.1
TR00717,2015,2015, Bogazici University,Antalya,Computer Science,Male,No,Middle,No,12.3,2.5,0.656,6.98,2.59,65.5
TR00718,2017,2018,Istanbul University,Izmir,Economics,Female,No, High,No,8.0,2.2,0.88,6.98,3.18,89.5
TR00719,2015,2017,Gazi University,Konya,Economics,Female,No,Middle,Yes,8.0,0.6,0.882,5.52,3.46,93.3
TR00720,2015,2019,NA,Adana,Engineering,Female,No,Middle,No,25.1,0.0,0.799,8.42,3.12,91.8
TR00721,2015,2018,Bilkent University,Bursa,Economics,Male,No,High,No,14.9,0.0,0.822,7.38,2.44,76.8
TR00722,2019,2019,Dokuz Eylul University,Ankara,Architecture,Female,No,Low,Yes,13.6,1.2,0.746,7.48,2.22,73.8
TR00723,2019,2021,Koc University,Samsun,Economics,Male,No,High,Yes,22.6,1.0,0.704,7.06,2.54,93.6
TR00724,2015,2015,Yildiz Technical University,Kayseri,Education,female,No,Low ,No,17.2,1.7,0.876,7.06,2.92,88.3
TR00725,2021,2021,Gazi University,Istanbul,Psychology,Female,Yes,Middle,No,8.2,2.6,0.866,7.58,2.55,72.8
TR00726,2017,2019,Bogazici University,Trabzon,Economics,Male,No,High,No,24.5,0.0,0.587,6.36,1.42,74.4
TR00727,2017,2019,Ege University,trabzon,Computer Science,Male,No,Low,Yes,22.6,4.3,0.687,6.37,2.1,85.1
TR00728,2016,2016,Hacettepe University,Mersin,NA,Female,Yes,Middle,No,25.6,2.2,0.676,6.01,2.59,100.0
TR00729,2015,2016,Hacettepe University,Diyarbakir,Engineering,Female, No,Middle,No,19.0,0.0,0.944,8.22,2.25,86.2
TR00730,2019,2021,Ankara University,Bursa,Engineering,Male,No,High,No,23.3,2.6,0.806,7.29,2.35,92.5
TR00731,2016,2020,Koc University,Istanbul,Law,Female,No,High,No,8.2,3.7,0.839,8.88,3.65,82.1
TR00732,2021,2021,ITU,Trabzon,Business,Male ,Yes,Middle,No,22.6,2.6,0.812,8.7,2.92,100.0
TR00733,2015,2016,METU,Adana,Law,Female,No,Middle,Yes,9.4,1.7,0.858,5.88,2.5,76.7
TR00734,2018,2019,Bilkent University,Bursa,Law,Male,No,High,NA,14.4,3.4,0.889,7.9,3.16,93.3
TR00735,2015,2017,Ankara University,Antalya,Economics,Male,No,Middle,No,12.5,1.9,0.803,6.08,3.22,90.6
TR00736,2019,2021,ITU ,Antalya,Computer Science,Female,No,Middle,No,34.2,4.2,0.957,6.66,4.0,100.0
TR00737,2016,2019,Yildiz Technical University,Kayseri,Education,Male,No,MIDDLE,Yes,8.6,0.0,0.785,7.28,3.44,81.4
TR00738,2015,2017,Istanbul University,Istanbul,Engineering,Female,No,Middle,Yes,25.5,0.8,0.653,5.5,2.92,95.9
TR00739,2015,2017,Istanbul University,Trabzon,Medicine,Female,YES,Low,No,28.7,5.3,0.848,6.09,2.14,94.2
TR00740,2015,2016,METU,Ankara,Comp. Science,Male,No,Low, No,16.4,5.7,0.861,7.34,2.22,75.5
TR00741,2020,2021,Koc University,Trabzon,Economics, Female,NO,Low,Yes,10.3,2.9,0.759,7.12,2.35,63.6
TR00742,2018,2018,Gazi University,Adana,Computer Science,Male,No,High,Yes,15.4,1.6,0.737,6.01,2.97,90.6
TR00743,2015,2015,Bogazici University,Antalya,Economics,Female,No,Middle,Yes,13.6,0.2,0.911,6.32,2.84,86.5
TR00744,2015,2016,Ankara University,Mersin,Economics,Female,Yes,Middle,No,21.0,1.1,0.745,5.72,2.17,85.1
TR00745,2015,2016,Ankara University,konya,Engineering,Female,Yes,Middle,no,19.6,4.7,0.619,5.99,1.92,74.1
TR00746,2016,2018,Bilkent University,Izmir,Medicine,Female,No,Low,no,26.1,3.6,0.95,6.46,2.94,100.0
TR00747,2015,2015,Bilkent University,Izmir,Computer Science,Female,No,Middle,Yes,12.7,4.3,0.672,7.7,2.62,79.4
TR00748,2018,2019,Istanbul University,Eskisehir,Business!,MALE,No,Middle,No,9.4,2.2,0.797,8.15,2.57,73.8
TR00749,2017,2020,Istanbul University,Ankara,Education ,Male,No,Middle,Yes,5.3,3.7,0.74,8.6,2.81,74.1
TR00750,2020,2021,Koc University,Trabzon,Psychology,Male,Yes,High,No,24.3,1.4,0.939,7.15,3.71,100.0
TR00751,2016,2020,Dokuz Eylul University,Izmir,Law,Female,No,Middle,No,16.8,1.7,0.935,7.19,2.99,100.0
TR00752,2015,2019,Ege University,Eskisehir,Education,Female,No,Middle,Yes,10.0,2.8,0.667,7.39,2.18,74.1
TR00753,2015,2016,Ege University,Istanbul,Economics,Female,Yes,Middle,No,13.4,0.1,0.929,7.53,3.68,100.0
TR00754,2015,2015,Dokuz Eylul University,Antalya,Business,Female,No,High,yes,10.1,0.3,0.877,5.69,NA,86.7
TR00755,2015,2016,Gazi University,Diyarbakir,Computer Science#,Female!,No,Middle,Yes,20.6,0.0,0.772,8.18,2.79,85.2
TR00756,2015,2017,Ege University,Samsun,Economics,Female,No, Low,No,14.9,0.2,0.895,5.55,2.41,78.3
TR00757,2016,2016,Koc University,Antalya,Law,Female,No,Middle,No,19.5,4.9,0.903,7.87,2.38,87.5
TR00758,2016,2016,Bogazici University,Samsun,Engineering,Male ,No,Middle,No,30.9,3.9,0.8,6.66,2.48,100.0
TR00759,2019,2019,Bogazici University,Mersin,NA,Female,No,MIDDLE,No,14.7,0.0,0.807,6.23,2.17,76.1
TR00760,2018,2019,Ankara University,Konya,Psychology,Female,Yes,Low,No,15.0,3.8,0.887,7.52,1.43,69.2
TR00761,2016,2019,Hacettepe University,Bursa,Psychology,Female,yes,High,Yes,18.4,0.0,NA,6.64,2.76,NA
TR00762,2016,2020,Dokuz Eylul University,Izmir,Computer Science,Female,Yes,High,NO,32.0,3.4,0.812,6.03,3.6,100.0
TR00763,2015,2017,Bogazici University,Istanbul,Education,Male,No,Low,no,7.3,2.6,0.724,6.21,2.07,60.2
TR00764,2017,2019,ITU,Samsun,Law,Female,No,High,Yes,6.4,4.3,0.884,5.93,3.88,91.4
TR00765,2015,2015,Istanbul University,Gaziantep,Law,Female,No,LOW,No,18.0,1.5,0.791,6.51,3.28,92.8
TR00766,2020,2020,Bilkent University ,Trabzon,Engineering,Female#,no,Low,Yes,20.4,2.2,0.792,6.37,2.65,81.6
TR00767,2017,2018,Koc University,Izmir,Business,Female,No,Low,No,20.4,0.0,0.803,5.96,2.24,81.2
TR00768,2015,2015,Ege University,Trabzon#,Business,Female,No ,Low,No,18.3,1.6,0.797,7.02,1.98,85.7
TR00769,2018,2021,Dokuz Eylul University,Ankara,Architecture,Male,No,High,No,22.2,3.0,0.837,6.02,2.88,100.0
TR00770,2017,2021,NA,Mersin,Business,Male,No,Low,Yes,20.7,3.2,0.712,6.96,2.7,79.9
TR00771,2015,2015,METU,Bursa,Law,Male,No,Low,No,13.9,4.4,0.804,8.11,2.51,87.6
TR00772,2016,2019,Bilkent University,Izmir,Law,Female,No,Low,Yes,17.9,2.9,0.754,6.99,3.1,84.0
TR00773,2015,2018,ITU,Trabzon,Computer Science,Male,No,Low,Yes,11.9,4.0,0.736,6.86,3.18,84.2
TR00774,2015,2018,Ege University ,Istanbul,Education,Male,Yes,Low,No,14.9,1.7,0.871,6.66,3.0,89.7
TR00775,2019,NA,ITU,Izmir, Medicine,Female,No,Middle,Yes,18.2,4.6,0.734,7.9,2.87,96.7
TR00776,2015,2018,Istanbul University,Samsun,Law,Male#,No,low,No,12.5,0.9,0.949,7.01,2.55,80.4
TR00777,2019,2021,Istanbul University,Ankara,Education,Female,No,High,No,26.7,0.0,0.87,8.73,3.09,99.6
TR00778,2017,2017,Koc University,Gaziantep,NA,Female, Yes,High,Yes,1.9,NA,0.682,6.29,2.78,61.5
TR00779,2016,2019,Gazi University,Adana,Medicine,Male,No,Low,No,28.3,4.4,0.864,6.92,2.64,100.0
TR00780,2018,2018,Ankara University,Kayseri,Computer Science,Female,No,High,No,27.2,0.3,0.765,7.86,3.24,100.0
TR00781,2019,2020, Bilkent University,Gaziantep,Education,Male,Yes,Low,Yes,26.3,0.6,0.801,5.95,2.43,93.5
TR00782,2021,2021,Yildiz Technical University,Eskisehir,Engineering,Female,No,Low,Yes,22.5,2.4,0.712,6.43,2.3,92.9
TR00783,2016,2017,Yildiz Technical University,Izmir,Education,Male,No,Low,Yes,13.2,2.9,0.594,7.39,2.02,73.6
TR00784,2015,2016,Bilkent University,Antalya,Education,Male,No,Middle,Yes,11.6,2.1,0.768,7.25,2.41,88.8
TR00785,2015,2016,METU,Konya,Business,Male,No,Middle, Yes,18.7,1.3,0.655,7.18,2.57,79.5
TR00786,2016,2017,Koc University,Antalya,Statistics,Female,No,Middle,No,22.4,3.1,0.854,7.8,3.32,100.0
TR00787,2017,2021,Ankara University,Gaziantep, Education,Female,No,Middle,yes,9.9,1.8,0.784,6.71,2.72,79.6
TR00788,2017,2020,ITU,Samsun,Education,Female ,Yes,Middle,No,22.7,0.4,0.792,8.01,2.37,NA
TR00789,2015,2017,METU,Antalya,Education,Female,Yes,Low,No,12.0,0.7,0.986,5.8,2.21,74.4
TR00790,2017,2019,Hacettepe University,Istanbul,Engineering,Female,Yes,Middle,No,14.0,5.3,0.741,7.98,2.49,85.0
TR00791,2017,2019,Bilkent University,Antalya,Medicine,Male,No,Low,No,20.0,0.1,0.77,7.86,2.96,100.0
TR00792,2015,2016,ITU, Bursa,Business,male,No,Low,No,14.2,0.6,0.73,6.49,3.22,89.2
TR00793,2015,2018,Yildiz Technical University,Adana,Medicine,Male,No,Low, No,29.8,3.8,0.983,5.48,2.19,100.0
TR00794,2017,2020,bogazici university,Izmir,Business,Female,No,Low,NO,22.7,2.7,0.928,6.67,3.04,100.0
TR00795,2015,2016,Dokuz Eylul University,Mersin,Psychology,Female,No,Middle,Yes,17.2,3.1,0.656,7.1,2.5,85.3
TR00796,2016,2018,Gazi University,Antalya,Education,Female,No,High,No,15.7,3.8,0.754,6.8,2.69,91.7
TR00797,2018,2018,Yildiz Technical University,Ankara,COMPUTER SCIENCE,Male,Yes ,Low,Yes,25.3,3.1,0.727,6.93,2.27,96.4
TR00798,2017,2019,Ankara University,Mersin,Psychology,Male,No,Middle,Yes,14.7,1.3,0.726,8.4,2.6,75.5
TR00799,2019,2021,Istanbul University,Adana,Education, Male,No,MIDDLE,No,8.7,1.6,0.737,6.19,2.14,60.4
TR00800,2015,2015,Dokuz Eylul University,Trabzon,Business,Male,No,High,Yes,2.9,0.2,0.722,5.64,2.47,65.3
TR00801,2020,2021,Dokuz Eylul University ,Samsun,Medicine,Male,No,Low,Yes,35.1,2.2,NA,6.18,3.39,100.0
TR00802,2015,2015,Bogazici University,Adana,Business,Female,No,MIDDLE,No,1.5,1.0,0.976,6.95,2.98,83.3
TR00803,2016,2017,Gazi University,Antalya!,Computer Science,Female,Yes,High,No,20.6,3.6,0.716,6.54,3.71,100.0
TR00804,2015,2019,Gazi University,Adana,Business,Male,No,Middle,No,34.5,0.8,0.737,7.52,3.23,100.0
TR00805,2015,2018,Hacettepe University,Mersin,Computer Science,Female,No,Middle,No,25.0,3.3,0.837,6.69,2.96,95.8
TR00806,2020,2020,Hacettepe University,Konya,Engineering,Female,No,Low,Yes,19.7,0.4,0.644,6.67,2.78,93.1
TR00807,2015,2015,Ege University,Samsun,Education,Male,No,Low,Yes,0.9,1.6,0.789,6.91,2.12,43.7
TR00808,2017,2021,Yildiz Technical University,Antalya,Education,Male,No,Middle,No,26.1,0.4,0.863,6.73,2.06,85.1
TR00809,2018,2018,Yildiz Technical University,Istanbul,Computer Science,male,No,MIDDLE,Yes,26.5,0.6,0.826,6.71,3.26,100.0
TR00810,2015,2015,Yildiz Technical University ,Gaziantep,Statistics,Male,No,Low,No,23.1,4.1,0.861,9.07,1.97,85.6
TR00811,2015,2015,Ege University,Bursa,Education ,Male,No,Middle,Yes,11.0,4.0,0.727,7.18,3.17,83.1
TR00812,2015,2015,Koc University,Kayseri,Architecture,Female,No,Middle,No,23.4,3.6,0.805,7.77,3.18,100.0
TR00813,2017,2020,METU,Diyarbakir,Architecture,Female,No,Middle,No,21.1,3.7,0.726,7.06,2.36,100.0
TR00814,2018,2019,Gazi University,Eskisehir, Education,Male,No,Middle,No,9.8,2.1,0.857,5.62,2.56,65.7
TR00815,2017,2020,Bogazici University,Samsun,NA,Male,No,High,No,28.7,3.4,0.948,6.22,3.1,100.0
TR00816,2015,2016,Ankara University ,Adana,Engineering,Female,Yes,Middle,No,22.1,0.0,0.877,7.1,2.49,100.0
TR00817,2016,2018,Gazi University,Istanbul,Business,Male,No,High,No,19.3,0.8,0.764,7.54,3.11,92.6
TR00818,2017,2019,NA,Izmir,Law,Female,No,Low,Yes,15.9,3.2,0.85,6.98,2.95,85.7
TR00819,2019,2019,Dokuz Eylul University,Izmir,Economics,Female,No,Low,Yes,18.4,3.1,0.959,7.48,2.16,84.1
TR00820,2016,2019,ITU, Eskisehir,Economics,Male,Yes,Low,Yes,15.5,4.2,0.809,NA,2.33,78.4
TR00821,2018,2021,Istanbul University,Samsun,Statistics,Female,yes,Low,Yes,17.8,1.3,0.834,6.79,2.71,90.0
TR00822,2015,2019,Ege University,Samsun,Psychology,Female,Yes,Low,No,17.8,2.9,0.894,8.07,3.35,100.0
TR00823,2016,NA,Bilkent University,Bursa,Psychology,Female,Yes,Low!,Yes,32.8,0.2,0.662,5.53,3.16,99.2
TR00824,2015,2019,ITU,Adana,Business,Male,No,High,No,21.4,0.7,0.787,7.79,1.87,79.0
TR00825,2015,2017,Ankara University, Konya,Engineering,Female,No,Low,No,38.3,3.3,0.779,7.25,2.79,100.0
TR00826,2015,2018,Yildiz Technical University,Eskisehir,Engineering,Male,No,Middle,Yes,20.2,4.2,0.837,5.7,3.0,97.7
TR00827,2017,2019,Hacettepe University,Bursa,Economics,Male,No ,Low,Yes,13.7,3.4,0.827,7.15,2.28,85.1
TR00828,2018,2018,Hacettepe University,Adana,Engineering,Female,No,High,Yes,13.8,2.8,0.76,7.0,2.32,72.9
TR00829,2015,2017,Hacettepe University,Mersin,Engineering,Male,No,Middle,No,32.4,0.0,0.774,6.43,2.59,100.0
TR00830,2015,2017,YILDIZ TECHNICAL UNIVERSITY,Istanbul,Architecture,Female,No,Low,Yes,12.4,3.3,0.635,5.7,2.31,67.2
TR00831,2016,2018,Bilkent University,NA,Computer Science,Male,Yes,Middle,Yes,30.1,2.2,0.789,6.18,2.53,100.0
TR00832,2015,2015,Ege University,Gaziantep,Economics,Male,No,Middle,No,10.9,3.8,0.744,7.09,2.93,81.9
TR00833,2015,2016,ITU,Konya,Engineering,Male,No,Middle,Yes,24.7,4.6,0.684,5.19,2.35,88.8
TR00834,2018,2021,Yildiz Technical University,Mersin,Business,Female,Yes,Middle,No,7.9,0.0,0.914,6.26,2.32,81.4
TR00835,2015,2015,Ankara University,Mersin,Engineering,Female,No,Middle,No,19.3,3.7,0.886,6.22,2.64,100.0
TR00836,2015,2015,Ege University,Kayseri,Architecture,Female,No,Middle,No,20.1,3.0,0.781,6.1,3.44,88.6
TR00837,2018,2020,Ankara University ,İzmir,Business,Female,No,Middle,Yes,10.4,2.0,0.644,7.24,2.8,81.5
TR00838,2021,2021,Ege University,Ankara,Business,Male,No,Low,no,16.4,2.4,0.754,7.78,2.9,89.7
TR00839,2021,2021,Bilkent University,istanbul,Economics,Female,No,High,No,18.4,2.4,0.899,6.74,3.07,100.0
TR00840,2015,2015,Istanbul University,İzmir,Engineering,Male,No,Middle,Yes,23.8,5.2,0.807,7.19,2.4,85.1
TR00841,2018,2019,Ankara University,Antalya,Computer Science,Female,No,Middle,Yes,7.1,1.7,0.732,7.84,2.24,60.6
TR00842,2017,2020,Yildiz Technical University,diyarbakir,Computer Science,Female,no,Low,Yes,16.6,1.8,0.775,6.72,2.24,75.1
TR00843,2018,2020,Ege University,Mersin,Computer Science,Male,Yes,Middle,No,30.5,3.9,0.674,6.95,3.38,100.0
TR00844,NA,2017,Hacettepe University,Ankara,Engineering,Female, No,High,No,26.2,0.0,0.648,6.58,2.94,94.9
TR00845,2021,2021,Koc University,Samsun,Law,Male,No,Low,YES,25.0,3.4,0.928,5.64,2.12,91.4
TR00846,2015,2015,Gazi University,Izmir,NA,Male,No ,middle,No,22.6,2.6,0.861,6.27,3.53,100.0
TR00847,2015,2017,Hacettepe University ,Bursa,Psychology,Male,No,Middle,Yes,7.3,0.0,0.77,7.33,2.48,84.3
TR00848,2015,2018,METU,Konya,Economics,Female,No,High,Yes,19.2,0.4,0.738,6.62,3.12,100.0
TR00849,2015,2016, Istanbul University,Trabzon,Economics,Male,No,Middle,No,18.0,4.1,0.679,7.59,3.16,100.0
TR00850,2019,2020,Istanbul University,Izmir ,Computer Science,Male,No,Middle,No ,36.6,0.3,0.899,4.93,1.96,100.0
TR00851,2015,2018,Hacettepe University,Kayseri,Computer Science,Male,No,High,No,27.0,2.7,0.729,5.41,3.11,99.8
TR00852,2016,2018,ITU,Gaziantep,Business,Female,No,Middle,No,19.3,0.0,0.876,5.74,2.77,90.3
TR00853,2015,2019,Bilkent University,Bursa,Business,Male,Yes,Low,No,20.6,0.7,0.851,7.05,1.74,82.5
TR00854,2015,2016,Ankara University,Trabzon,Business,Male ,Yes,Low,No,18.2,4.9,0.836,5.89,2.27,80.2
TR00855,2015,2018,Yildiz Technical University,Istanbul,Psychology,Male,No,Middle, No,19.9,1.5,0.716,7.2,2.57,94.1
TR00856,2015,2018,Istanbul University,Istanbul,Business,Female,No,Low,No,14.6,2.6,0.717,7.7,NA,96.6
TR00857,2015,2016,Hacettepe University,Istanbul,Architecture,Female,No,Low,Yes,20.6,2.4,0.801,7.88,2.62,91.4
TR00858,2015,2016,NA,Istambul, Business,Male,No,High,No,21.1,0.0,0.826,8.03,3.01,100.0
TR00859,2015,2018,Bilkent University,Gaziantep,Architecture,Female,No,Low,Yes,24.6,0.7,0.774,6.0,2.58,100.0
TR00860,2016,2016,Bilkent University ,Izmir,Education,Male, Yes,Middle,No,20.0,2.9,0.863,5.6,3.45,98.4
TR00861,2018,2018, Bogazici University,Adana, Economics,Female#,Yes,Low,Yes,24.2,2.4,0.635,6.06,2.93,86.4
TR00862,2015,2018,Bogazici University,Izmir,Psychology,Male,Yes,Middle,No,23.9,0.1,0.921,7.6,3.12,100.0
TR00863,2016,2019,ITU,Mersin,Engineering,Female,No, Middle,No,27.4,2.8,0.792,6.41,2.35,98.7
TR00864,2015,2015,Koc University,Antalya,Architecture,Female,No,Low,Yes,10.1,3.7,0.864,6.97,2.65,73.2
TR00865,2018,2018,Koc University,Trabzon,Computer Science,Male,Yes,Middle,NO,15.3,3.3,0.679,6.63,3.92,100.0
TR00866,2017,2017,ITU,Diyarbakir,Engineering,Male,No,Low,No,21.3,2.2,0.866,8.17,3.09,100.0
TR00867,2017,2020,METU,Trabzon,Computer Science,Male,No,High,No,23.3,0.0,0.865,6.03,2.63,98.3
TR00868,2017,2021,ITU,Konya,Statistics,Female,No,High,No,29.8,1.5,0.701,6.7,3.76,100.0
TR00869,2015,2015,Ege University,Ankara,Engineering,Male,No,Middle,No,5.3,4.6,0.769,NA,2.16,71.4
TR00870,2015,2015,Bilkent University#,Adana, Law,Male,No,Middle,No,11.8,3.2,0.735,8.66,2.94,79.7
TR00871,2015,2015,Koc University,Trabzon,Education,Male,No,Middle,No,12.8,1.7,0.889,6.6,2.8,95.1
TR00872,2015,2019,Yildiz Technical University,Adana,Education,Female,No,Middle ,Yes,6.6,0.7,0.795,7.86,2.74,72.4
TR00873,2018,2018,Ege University,Mersin,Business,Male,No,middle,No,11.4,0.4,0.948,6.69,2.92,90.0
TR00874,2015,2019,Ankara University,Izmir,Medicine,Male,No,Low,No,26.6,3.9,0.836,7.84,2.63,100.0
